20,5711
20,5539
20,5720
20,5612
20,5647
20,5569
20,5589
20,5559
20,5545
20,5555
20,5642
20,5590
20,5578
20,5610
20,5702
20,5604
20,5670
20,5649
20,5558
20,5488
20,5729
20,5620
20,5502
20,5500
20,5686
20,5532
20,5639
20,5642
20,5624
20,5536
20,5564
20,5648
20,5548
20,5594
20,5640
20,5635
20,5669
20,5571
20,5700
20,5550
20,5648
20,5619
20,5619
20,5625
20,5623
20,5743
20,5784
20,5637
20,5672
20,5714
20,5574
20,5681
20,5582
20,5574
20,5637
20,5663
20,5614
20,5496
20,5578
20,5630
20,5482
20,5655
20,5464
20,5640
20,5579
20,5540
20,5671
20,5530
20,5560
20,5665
20,5556
20,5616
20,5644
20,5491
20,5609
20,5688
20,5655
20,5574
20,5512
20,5615
20,5586
20,5690
20,5689
20,5620
20,5625
20,5526
20,5578
20,5550
20,5526
20,5580
20,5624
20,5646
20,5563
20,5568
20,5547
20,5494
20,5630
20,5483
20,5523
20,5691
21,5568
21,5556
21,5502
21,5593
21,5410
21,5492
21,5526
21,5628
21,5556
21,5569
21,5561
21,5486
21,5482
21,5559
21,5471
21,5504
21,5540
21,5509
21,5638
21,5501
21,5535
21,5529
21,5503
21,5599
21,5566
21,5598
21,5565
21,5457
21,5591
21,5505
21,5629
21,5589
21,5426
21,5544
21,5554
21,5511
21,5567
21,5606
21,5432
21,5424
21,5503
21,5479
21,5445
21,5468
21,5543
21,5582
21,5574
21,5549
21,5578
21,5555
21,5594
21,5510
21,5553
21,5560
21,5533
21,5565
21,5490
21,5531
21,5596
21,5530
21,5582
21,5530
21,5579
21,5527
21,5563
21,5570
21,5565
21,5563
21,5577
21,5482
21,5547
21,5678
21,5483
21,5487
21,5623
21,5430
21,5559
21,5493
21,5484
21,5527
21,5557
21,5604
21,5539
21,5531
21,5604
21,5569
21,5600
21,5579
21,5467
21,5523
21,5527
21,5505
21,5494
21,5582
21,5430
21,5428
21,5586
21,5469
21,5540
21,5505
22,5426
22,5433
22,5517
22,5429
22,5473
22,5449
22,5414
22,5433
22,5468
22,5563
22,5454
22,5406
22,5523
22,5462
22,5486
22,5454
22,5589
22,5498
22,5520
22,5540
22,5500
22,5434
22,5501
22,5470
22,5562
22,5545
22,5345
22,5487
22,5483
22,5344
22,5546
22,5301
22,5479
22,5509
22,5399
22,5480
22,5412
22,5569
22,5515
22,5390
22,5456
22,5548
22,5530
22,5418
22,5451
22,5428
22,5492
22,5320
22,5342
22,5516
22,5526
22,5512
22,5373
22,5419
22,5410
22,5471
22,5455
22,5514
22,5397
22,5462
22,5524
22,5466
22,5390
22,5391
22,5464
22,5485
22,5465
22,5495
22,5527
22,5528
22,5486
22,5500
22,5398
22,5485
22,5487
22,5541
22,5567
22,5468
