5,765
5,795
5,769
5,785
5,755
5,777
5,797
5,759
5,757
5,764
5,726
5,766
5,746
5,770
5,743
5,754
5,758
5,762
5,754
5,769
5,777
5,758
5,795
5,767
5,784
5,742
5,742
5,778
5,782
5,745
5,749
5,764
5,766
5,778
5,775
5,770
5,757
5,767
5,758
5,775
5,773
5,781
5,767
5,761
5,768
5,769
5,795
5,738
5,759
5,785
5,760
5,759
5,725
5,713
5,773
5,766
5,767
5,781
5,766
5,766
5,749
5,759
5,765
5,743
5,767
5,778
5,775
5,782
5,763
5,780
5,771
5,752
5,740
5,774
5,758
5,780
5,764
5,744
5,757
5,793
5,763
5,751
5,761
5,765
5,796
5,776
5,776
5,779
5,751
5,742
5,790
5,753
5,728
5,718
5,760
5,772
5,769
5,754
5,760
5,766
6,696
6,706
6,702
6,719
6,700
6,715
6,697
6,724
6,706
6,706
6,693
6,692
6,692
6,719
6,709
6,686
6,716
6,711
6,697
6,687
6,714
6,711
6,721
6,715
6,695
6,631
6,719
6,722
6,681
6,699
6,707
6,726
6,717
6,705
6,698
6,733
6,660
6,711
6,670
6,708
6,691
6,669
6,720
6,717
6,701
6,713
6,693
6,712
6,699
6,723
6,716
6,718
6,720
6,718
6,693
6,691
6,720
6,714
6,682
6,668
6,718
6,699
6,708
6,694
6,731
6,699
6,707
6,686
6,708
6,689
6,723
6,701
6,706
6,728
6,726
6,707
6,716
6,699
6,710
6,695
6,683
6,714
6,711
6,687
6,713
6,699
6,701
6,705
6,703
6,704
6,690
6,727
6,707
6,723
6,700
6,692
6,734
6,703
6,711
6,716
7,669
7,668
7,666
7,671
7,671
7,679
7,676
7,655
7,662
7,684
7,674
7,684
7,703
7,680
7,677
7,655
7,687
7,701
7,669
7,657
7,667
7,669
7,664
7,686
7,658
7,659
7,704
7,666
7,683
7,653
7,673
7,659
7,659
7,655
7,677
7,670
7,670
7,679
7,679
7,662
7,678
7,658
7,659
7,677
7,652
7,683
7,660
7,695
7,667
7,677
7,633
7,672
7,650
7,667
7,673
7,681
7,682
7,654
7,653
7,671
7,674
7,653
7,657
7,678
7,644
7,649
7,663
7,676
7,678
7,665
7,660
7,656
7,665
7,686
7,647
7,670
7,676
7,678
7,688
7,686
7,662
7,679
7,640
7,664
7,672
7,679
7,659
7,672
7,682
7,672
7,654
7,680
7,676
7,668
7,690
7,656
7,651
7,683
7,662
7,674
8,640
8,647
8,634
8,649
8,645
8,633
8,620
8,663
8,656
8,643
8,639
8,629
8,635
8,642
8,668
8,634
8,643
8,658
8,664
8,642
8,639
8,623
8,661
8,665
8,633
8,630
8,644
8,647
8,648
8,648
8,639
8,640
8,623
8,653
8,648
8,648
8,645
8,645
8,644
8,651
8,675
8,635
8,618
8,647
8,647
8,629
8,637
8,644
8,660
8,633
8,647
8,654
8,634
8,627
8,632
8,642
8,653
8,629
8,614
8,650
8,639
8,628
8,640
8,650
8,622
8,657
8,658
8,634
8,648
8,642
8,637
8,609
8,644
8,662
8,630
8,643
8,643
8,662
8,627
8,638
8,637
8,638
8,644
8,634
8,635
8,648
8,641
8,649
8,651
8,656
8,681
8,641
8,650
8,641
8,643
8,660
8,656
8,661
8,641
8,631
9,601
9,612
9,642
9,628
9,622
9,623
9,619
9,617
9,622
9,636
9,605
9,626
9,636
9,653
9,607
9,595
9,628
9,619
9,618
9,613
9,607
9,637
9,622
9,612
9,611
9,598
9,637
9,621
9,636
9,634
9,615
9,612
9,630
9,632
9,611
9,626
9,641
9,597
9,627
9,629
9,643
9,613
9,591
9,624
9,616
9,607
9,617
9,624
9,643
9,649
9,619
9,627
9,632
9,610
9,601
9,630
9,609
9,631
9,610
9,637
9,603
9,657
9,622
9,637
9,630
9,620
9,614
9,605
9,621
9,628
9,627
9,604
9,610
9,627
9,632
9,628
9,626
9,611
9,645
9,597
9,617
9,603
9,628
9,620
9,618
9,608
9,656
9,638
9,615
9,625
9,608
9,621
9,614
9,631
9,620
9,641
9,607
9,612
9,647
9,622
10,631
10,609
10,614
10,598
10,635
10,631
10,611
10,614
10,617
10,589
10,585
10,618
10,606
10,626
10,618
10,622
10,622
10,626
10,617
10,639
10,615
10,606
10,612
10,602
10,604
10,631
10,602
10,617
10,592
10,616
10,635
10,608
10,596
10,597
10,607
10,616
10,607
10,597
10,622
10,628
10,604
10,608
10,608
10,607
10,612
10,617
10,619
10,605
10,604
10,613
10,624
10,589
10,625
10,621
10,628
10,605
10,624
10,608
10,615
10,618
10,610
10,618
10,646
10,595
10,629
10,620
10,625
10,599
10,629
10,615
10,597
10,624
10,628
10,646
10,621
10,616
10,621
10,633
10,617
10,619
10,604
10,633
10,628
10,596
10,604
10,627
10,630
10,608
10,627
10,610
10,603
10,596
10,613
10,608
10,608
10,619
10,643
10,619
10,612
10,595
11,608
11,602
11,600
11,608
11,600
11,612
11,616
11,601
11,605
11,612
11,613
11,619
11,615
11,614
11,608
11,603
11,622
11,615
11,608
11,595
11,602
11,602
11,600
11,609
11,591
11,578
11,615
11,597
11,601
11,586
11,601
11,618
11,582
11,570
11,587
11,608
11,609
11,620
11,616
11,586
11,603
11,622
11,592
11,611
11,602
11,576
11,608
11,605
11,596
11,613
11,612
11,614
11,589
11,603
11,608
11,602
11,626
11,603
11,612
11,598
11,607
11,583
11,589
11,596
11,577
11,607
11,603
11,610
11,625
11,608
11,604
11,592
11,623
11,616
11,594
11,609
11,615
11,612
11,623
11,619
11,610
11,623
11,604
11,590
11,591
11,595
11,600
11,582
11,593
11,599
11,582
11,615
11,624
11,612
11,595
11,607
11,567
11,639
11,604
11,620
12,617
12,603
12,614
12,611
12,604
12,602
12,621
12,587
12,619
12,620
12,602
12,591
12,609
12,617
12,620
12,610
12,610
12,612
12,615
12,610
12,601
12,615
12,606
12,616
12,588
12,598
12,589
12,604
12,601
12,579
12,602
12,593
12,610
12,608
12,614
12,605
12,595
12,607
12,579
12,578
12,592
12,582
12,614
12,594
12,591
12,602
12,592
12,625
12,596
12,609
12,600
12,609
12,586
12,573
12,601
12,631
12,571
12,609
12,592
12,631
12,609
12,623
12,615
12,586
12,617
12,596
12,594
12,596
12,595
12,615
12,612
12,607
12,570
12,632
12,612
12,600
12,607
12,620
12,578
12,593
12,599
12,617
12,592
12,609
12,585
12,609
12,588
12,581
12,603
12,580
12,627
12,603
12,615
12,613
12,595
12,600
12,595
12,606
12,595
12,593
13,613
13,617
13,602
13,602
13,606
13,608
13,599
13,630
13,609
13,573
13,614
13,604
13,598
13,586
13,632
13,591
13,596
13,580
13,592
13,591
13,615
13,609
13,582
13,595
13,605
13,576
13,610
13,598
13,612
13,615
13,585
13,584
13,601
13,592
13,601
13,593
13,587
13,599
13,603
13,619
13,614
13,604
13,591
13,596
13,610
13,597
13,601
13,573
13,567
13,579
13,600
13,583
13,590
13,618
13,617
13,605
13,587
13,604
13,593
13,617
13,597
13,611
13,581
13,585
13,590
13,588
13,633
13,596
13,620
13,628
13,607
13,605
13,608
13,607
13,616
13,596
13,574
13,587
13,591
13,593
13,595
13,589
13,612
13,616
13,605
13,561
13,571
13,598
13,605
13,585
13,589
13,594
13,607
13,588
13,625
13,588
13,579
13,595
13,599
13,615
14,619
14,577
14,606
14,591
14,598
14,615
14,589
14,628
14,592
14,614
14,602
14,576
14,587
14,622
14,590
14,639
14,569
14,599
14,611
14,583
14,596
14,643
14,612
14,621
14,618
14,613
14,605
14,587
14,612
14,601
14,582
14,596
14,617
14,571
14,601
14,605
14,590
14,628
14,578
14,585
14,593
14,582
14,607
14,626
14,601
14,567
14,602
14,586
14,607
14,602
14,584
14,620
14,597
14,593
14,614
14,608
14,600
14,608
14,611
14,590
14,600
14,598
14,574
14,614
14,587
14,630
14,583
14,587
14,595
14,567
14,587
14,597
14,628
14,599
14,592
14,597
14,609
14,571
14,570
14,569
14,609
14,599
14,605
14,596
14,604
14,590
14,577
14,600
14,602
14,585
14,544
14,637
14,576
14,563
14,575
14,559
14,613
14,621
14,603
14,590
15,607
15,622
15,572
15,601
15,582
15,612
15,610
15,617
15,586
15,556
15,601
15,635
15,601
15,584
15,583
15,607
15,597
15,618
15,617
15,618
15,602
15,577
15,628
15,622
15,598
15,560
15,581
15,613
15,569
15,539
15,605
15,586
15,585
15,614
15,617
15,600
15,592
15,612
15,613
